id,treat,code_pay,role,group,hidden_number,report1,duplicate,ranking
1,NO2,p2session2data,P2,8933426252,6,6,1,1
2,NO2,p2session2data,P2,9706853088,10,10,1,1
3,NO2,p2session2data,P2,4369743860,2,2,1,2
4,NO2,p2session2data,P2,6206631177,2,2,1,2
5,NO2,p2session2data,P2,4369743860,2,2,2,2
6,NO2,p2session2data,P2,6206631177,2,2,2,2
7,NO2,p2session2data,P2,9706853088,10,10,2,1
8,NO2,p2session2data,P2,8933426252,6,6,2,1
