id,treat,code_pay,role,group,hidden_number,report1,duplicate,ranking
1,VCTM2,p2session5data,P2,9539062804,8,8,1,1
2,VCTM2,p2session5data,P2,2555844261,10,24,1,1
3,VCTM2,p2session5data,P2,2555844261,10,24,2,1
4,VCTM2,p2session5data,P2,9539062804,8,8,2,1
5,VCTM2,p2session5data,P2,9539062804,8,8,3,1
6,VCTM2,p2session5data,P2,2555844261,10,24,3,1
